product_class,Month,sales_volume
C1080,4/1/2013,124504
C1080,5/1/2013,128814
C1080,6/1/2013,133095
C1080,7/1/2013,132736
C1080,8/1/2013,136313
C1080,9/1/2013,129890
C1080,10/1/2013,129378
C1080,11/1/2013,129976
C1080,12/1/2013,169628
C1080,1/1/2014,119115
C1080,2/1/2014,115327
C1080,3/1/2014,133774
C1080,4/1/2014,123822
C1080,5/1/2014,122809
C1080,6/1/2014,122281
C1080,7/1/2014,123764
C1080,8/1/2014,130561
C1080,9/1/2014,121545
C1080,10/1/2014,128895
C1080,11/1/2014,126402
C1080,12/1/2014,165103
C1080,1/1/2015,121928
C1080,2/1/2015,116845
C1080,3/1/2015,143841
C1080,4/1/2015,136630
C1080,5/1/2015,146433
C1080,6/1/2015,138495
C1080,7/1/2015,144356
C1080,8/1/2015,154822
C1080,9/1/2015,142258
C1080,10/1/2015,143819
C1080,11/1/2015,123322
C1080,12/1/2015,173270
C1080,1/1/2016,129554
C1080,2/1/2016,122993
C1080,3/1/2016,131573
C1080,4/1/2016,181724
C1080,5/1/2016,153627
C1080,6/1/2016,125012
C1080,7/1/2016,133054
C1080,8/1/2016,125428
C1080,9/1/2016,117876
C1080,10/1/2016,128674
C1080,11/1/2016,135777
C1080,12/1/2016,185229
C1080,1/1/2017,128393
C1080,2/1/2017,122922
C1080,3/1/2017,137656
C1080,4/1/2017,148000
C1080,5/1/2017,142928
C1080,6/1/2017,131316
C1080,7/1/2017,142588
C1082,10/1/2015,15797
C1082,11/1/2015,14939
C1082,12/1/2015,16402
C1082,1/1/2016,16804
C1082,2/1/2016,14204
C1082,3/1/2016,16078
C1082,4/1/2016,20936
C1082,5/1/2016,17458
C1082,6/1/2016,14529
C1082,7/1/2016,16232
C1082,8/1/2016,15226
C1082,9/1/2016,15092
C1082,10/1/2016,15702
C1082,11/1/2016,14514
C1082,12/1/2016,16862
C1082,1/1/2017,16790
C1082,2/1/2017,13994
C1082,3/1/2017,18338
C1082,4/1/2017,21403
C1082,5/1/2017,23968
C1082,6/1/2017,22176
C1082,7/1/2017,23469
C1083,10/1/2015,4370
C1083,11/1/2015,4927
C1083,12/1/2015,6272
C1083,1/1/2016,6192
C1083,2/1/2016,9037
C1083,3/1/2016,12242
C1083,4/1/2016,14155
C1083,5/1/2016,13270
C1083,6/1/2016,11082
C1083,7/1/2016,8400
C1083,8/1/2016,7516
C1083,9/1/2016,6770
C1083,10/1/2016,7882
C1083,11/1/2016,7369
C1083,12/1/2016,8223
C1083,1/1/2017,10304
C1083,2/1/2017,10899
C1083,3/1/2017,7055
C1083,4/1/2017,149
C1083,5/1/2017,4
C1083,6/1/2017,2
C1083,7/1/2017,2
C1084,1/1/2013,80743
C1084,2/1/2013,82008
C1084,3/1/2013,97588
C1084,4/1/2013,91534
C1084,5/1/2013,97010
C1084,6/1/2013,97539
C1084,7/1/2013,90607
C1084,8/1/2013,84187
C1084,9/1/2013,82320
C1084,10/1/2013,85870
C1084,11/1/2013,96863
C1084,12/1/2013,136854
C1084,1/1/2014,84816
C1084,2/1/2014,86222
C1084,3/1/2014,100871
C1084,4/1/2014,94918
C1084,5/1/2014,101893
C1084,6/1/2014,103638
C1084,7/1/2014,103477
C1084,8/1/2014,107588
C1084,9/1/2014,102420
C1084,10/1/2014,103194
C1084,11/1/2014,112150
C1084,12/1/2014,152694
C1084,1/1/2015,96099
C1084,2/1/2015,101049
C1084,3/1/2015,114120
C1084,4/1/2015,106164
C1084,5/1/2015,117084
C1084,6/1/2015,105602
C1084,7/1/2015,113871
C1084,8/1/2015,121334
C1084,9/1/2015,117470
C1084,10/1/2015,115226
C1084,11/1/2015,115267
C1084,12/1/2015,152713
C1084,1/1/2016,104734
C1084,2/1/2016,101145
C1084,3/1/2016,111046
C1084,4/1/2016,117729
C1084,5/1/2016,115726
C1084,6/1/2016,107280
C1084,7/1/2016,117106
C1084,8/1/2016,107821
C1084,9/1/2016,100830
C1084,10/1/2016,107148
C1084,11/1/2016,119692
C1084,12/1/2016,157606
C1084,1/1/2017,111258
C1084,2/1/2017,97445
C1084,3/1/2017,128181
C1084,4/1/2017,121774
C1084,5/1/2017,110128
C1084,6/1/2017,117008
C1084,7/1/2017,118622
C1086,1/1/2013,20347
C1086,2/1/2013,19258
C1086,3/1/2013,22029
C1086,4/1/2013,20819
C1086,5/1/2013,23339
C1086,6/1/2013,23162
C1086,7/1/2013,21047
C1086,8/1/2013,21996
C1086,9/1/2013,22337
C1086,10/1/2013,22698
C1086,11/1/2013,21310
C1086,12/1/2013,36418
C1086,1/1/2014,22430
C1086,2/1/2014,20716
C1086,3/1/2014,23165
C1086,4/1/2014,21479
C1086,5/1/2014,23156
C1086,6/1/2014,23615
C1086,7/1/2014,24298
C1086,8/1/2014,26067
C1086,9/1/2014,24891
C1086,10/1/2014,26387
C1086,11/1/2014,26365
C1086,12/1/2014,47479
C1086,1/1/2015,27984
C1086,2/1/2015,25419
C1086,3/1/2015,29102
C1086,4/1/2015,27069
C1086,5/1/2015,29734
C1086,6/1/2015,27180
C1086,7/1/2015,29921
C1086,8/1/2015,31535
C1086,9/1/2015,30522
C1086,10/1/2015,33375
C1086,11/1/2015,29989
C1086,12/1/2015,46012
C1086,1/1/2016,29704
C1086,2/1/2016,29486
C1086,3/1/2016,33552
C1086,4/1/2016,31358
C1086,5/1/2016,33183
C1086,6/1/2016,30011
C1086,7/1/2016,35303
C1086,8/1/2016,31462
C1086,9/1/2016,29266
C1086,10/1/2016,32031
C1086,11/1/2016,39996
C1086,12/1/2016,52836
C1086,1/1/2017,34348
C1086,2/1/2017,34515
C1086,3/1/2017,32742
C1086,4/1/2017,30660
C1086,5/1/2017,34254
C1086,6/1/2017,34328
C1086,7/1/2017,36076
C1087,1/1/2013,890
C1087,2/1/2013,823
C1087,3/1/2013,694
C1087,4/1/2013,1149
C1087,5/1/2013,696
C1087,6/1/2013,835
C1087,7/1/2013,1286
C1087,8/1/2013,1135
C1087,9/1/2013,1009
C1087,10/1/2013,986
C1087,11/1/2013,877
C1087,12/1/2013,884
C1087,1/1/2014,176
C1087,2/1/2014,15
C1087,3/1/2014,3
C1087,11/1/2014,566
C1087,12/1/2014,1882
C1087,1/1/2015,1937
C1087,2/1/2015,1645
C1087,3/1/2015,2458
C1087,4/1/2015,1467
C1087,5/1/2015,1579
C1087,6/1/2015,1495
C1087,7/1/2015,42
C1087,9/1/2015,2
C1087,10/1/2015,529
C1087,11/1/2015,1032
C1087,12/1/2015,1329
C1087,1/1/2016,1721
C1087,2/1/2016,1401
C1087,3/1/2016,2142
C1087,4/1/2016,1677
C1087,5/1/2016,1619
C1087,6/1/2016,1298
C1087,7/1/2016,1496
C1087,8/1/2016,1813
C1087,9/1/2016,1783
C1087,10/1/2016,1109
C1087,11/1/2016,876
C1087,12/1/2016,1383
C1087,1/1/2017,165
C1087,2/1/2017,13
C1087,3/1/2017,106
C1087,4/1/2017,933
C1087,5/1/2017,1077
C1087,6/1/2017,1711
C1087,7/1/2017,1818
C1088,1/1/2013,154229
C1088,2/1/2013,137159
C1088,3/1/2013,148925
C1088,4/1/2013,137764
C1088,5/1/2013,147384
C1088,6/1/2013,141532
C1088,7/1/2013,140322
C1088,8/1/2013,142080
C1088,9/1/2013,137391
C1088,10/1/2013,139806
C1088,11/1/2013,156819
C1088,12/1/2013,180321
C1088,1/1/2014,152405
C1088,2/1/2014,141907
C1088,3/1/2014,154551
C1088,4/1/2014,146863
C1088,5/1/2014,149045
C1088,6/1/2014,147290
C1088,7/1/2014,139916
C1088,8/1/2014,147724
C1088,9/1/2014,142432
C1088,10/1/2014,134049
C1088,11/1/2014,137160
C1088,12/1/2014,155767
C1088,1/1/2015,147230
C1088,2/1/2015,131421
C1088,3/1/2015,154193
C1088,4/1/2015,133114
C1088,5/1/2015,138662
C1088,6/1/2015,119962
C1088,7/1/2015,120649
C1088,8/1/2015,125294
C1088,9/1/2015,123244
C1088,10/1/2015,122209
C1088,11/1/2015,129752
C1088,12/1/2015,145349
C1088,1/1/2016,148143
C1088,2/1/2016,120035
C1088,3/1/2016,111069
C1088,4/1/2016,138103
C1088,5/1/2016,119358
C1088,6/1/2016,112121
C1088,7/1/2016,111564
C1088,8/1/2016,104552
C1088,9/1/2016,111211
C1088,10/1/2016,121302
C1088,11/1/2016,109622
C1088,12/1/2016,170495
C1088,1/1/2017,131218
C1088,2/1/2017,108070
C1088,3/1/2017,143561
C1088,4/1/2017,116376
C1088,5/1/2017,111482
C1088,6/1/2017,128593
C1088,7/1/2017,118010
C1089,11/1/2016,64
C1089,12/1/2016,296
C1089,1/1/2017,446
C1089,2/1/2017,410
C1089,3/1/2017,415
C1089,4/1/2017,348
C1089,5/1/2017,353
C1089,6/1/2017,228
C1089,7/1/2017,145
C1092,1/1/2013,34504
C1092,2/1/2013,30943
C1092,3/1/2013,35226
C1092,4/1/2013,32285
C1092,5/1/2013,34910
C1092,6/1/2013,35419
C1092,7/1/2013,34253
C1092,8/1/2013,32438
C1092,9/1/2013,32323
C1092,10/1/2013,32189
C1092,11/1/2013,31924
C1092,12/1/2013,53246
C1092,1/1/2014,19157
C1092,2/1/2014,26595
C1092,3/1/2014,30375
C1092,4/1/2014,26470
C1092,5/1/2014,31393
C1092,6/1/2014,31815
C1092,7/1/2014,36692
C1092,8/1/2014,46898
C1092,9/1/2014,44274
C1092,10/1/2014,49733
C1092,11/1/2014,52951
C1092,12/1/2014,100996
C1092,1/1/2015,39052
C1092,2/1/2015,34863
C1092,3/1/2015,26308
C1092,4/1/2015,21890
C1092,5/1/2015,22074
C1092,6/1/2015,28460
C1092,7/1/2015,31988
C1092,8/1/2015,39998
C1092,9/1/2015,42199
C1092,10/1/2015,42447
C1092,11/1/2015,36701
C1092,12/1/2015,66367
C1092,1/1/2016,35425
C1092,2/1/2016,32905
C1092,3/1/2016,33239
C1092,4/1/2016,36353
C1092,5/1/2016,38247
C1092,6/1/2016,34103
C1092,7/1/2016,39503
C1092,8/1/2016,34984
C1092,9/1/2016,33116
C1092,10/1/2016,34372
C1092,11/1/2016,39847
C1092,12/1/2016,91042
C1092,1/1/2017,43699
C1092,2/1/2017,35138
C1092,3/1/2017,37568
C1092,4/1/2017,41111
C1092,5/1/2017,41197
C1092,6/1/2017,38297
C1092,7/1/2017,39113
C1093,1/1/2013,251
C1093,2/1/2013,530
C1093,3/1/2013,2173
C1093,4/1/2013,2026
C1093,5/1/2013,2101
C1093,6/1/2013,1586
C1093,7/1/2013,1681
C1093,8/1/2013,2323
C1093,9/1/2013,2140
C1093,10/1/2013,2133
C1093,11/1/2013,2440
C1093,12/1/2013,7906
C1093,1/1/2014,2347
C1093,2/1/2014,2234
C1093,3/1/2014,2158
C1093,4/1/2014,1575
C1093,5/1/2014,1904
C1093,6/1/2014,1272
C1093,7/1/2014,919
C1093,8/1/2014,267
C1093,9/1/2014,662
C1093,10/1/2014,1961
C1093,11/1/2014,2562
C1093,12/1/2014,8643
C1093,1/1/2015,2324
C1093,2/1/2015,2058
C1093,3/1/2015,1003
C1093,4/1/2015,2319
C1093,5/1/2015,2244
C1093,6/1/2015,1842
C1093,7/1/2015,1693
C1093,8/1/2015,1804
C1093,9/1/2015,1886
C1093,10/1/2015,2122
C1093,11/1/2015,2061
C1093,12/1/2015,5220
C1093,1/1/2016,2357
C1093,2/1/2016,2231
C1093,3/1/2016,2013
C1093,4/1/2016,1929
C1093,5/1/2016,1284
C1093,6/1/2016,1256
C1093,7/1/2016,1086
C1093,8/1/2016,721
C1093,9/1/2016,890
C1093,10/1/2016,1023
C1093,11/1/2016,828
C1093,12/1/2016,4300
C1093,1/1/2017,2281
C1093,2/1/2017,2334
C1093,3/1/2017,2866
C1093,4/1/2017,2353
C1093,5/1/2017,1790
C1093,6/1/2017,1274
C1093,7/1/2017,1967
C1094,1/1/2013,1607
C1094,2/1/2013,1718
C1094,3/1/2013,1991
C1094,4/1/2013,1928
C1094,5/1/2013,1977
C1094,6/1/2013,2004
C1094,7/1/2013,2045
C1094,8/1/2013,2003
C1094,9/1/2013,1858
C1094,10/1/2013,2038
C1094,11/1/2013,1837
C1094,12/1/2013,2255
C1094,1/1/2014,16903
C1094,2/1/2014,1859
C1094,3/1/2014,17457
C1094,4/1/2014,2134
C1094,5/1/2014,3814
C1094,6/1/2014,8820
C1094,7/1/2014,21737
C1094,8/1/2014,24056
C1094,9/1/2014,22799
C1094,10/1/2014,23886
C1094,11/1/2014,24531
C1094,12/1/2014,30028
C1094,1/1/2015,27334
C1094,2/1/2015,24042
C1094,3/1/2015,27326
C1094,4/1/2015,26501
C1094,5/1/2015,28185
C1094,6/1/2015,26410
C1094,7/1/2015,26993
C1094,8/1/2015,28867
C1094,9/1/2015,29088
C1094,10/1/2015,34025
C1094,11/1/2015,33567
C1094,12/1/2015,39708
C1094,1/1/2016,35654
C1094,2/1/2016,32555
C1094,3/1/2016,35821
C1094,4/1/2016,35910
C1094,5/1/2016,40633
C1094,6/1/2016,37499
C1094,7/1/2016,40764
C1094,8/1/2016,37753
C1094,9/1/2016,38046
C1094,10/1/2016,44467
C1094,11/1/2016,48085
C1094,12/1/2016,50898
C1094,1/1/2017,56716
C1094,2/1/2017,42767
C1094,3/1/2017,56112
C1094,4/1/2017,51992
C1094,5/1/2017,48338
C1094,6/1/2017,49321
C1094,7/1/2017,53197
C1096,1/1/2013,74893
C1096,2/1/2013,67530
C1096,3/1/2013,77699
C1096,4/1/2013,68506
C1096,5/1/2013,76960
C1096,6/1/2013,75882
C1096,7/1/2013,73600
C1096,8/1/2013,75479
C1096,9/1/2013,72756
C1096,10/1/2013,72617
C1096,11/1/2013,77439
C1096,12/1/2013,124744
C1096,1/1/2014,76823
C1096,2/1/2014,74105
C1096,3/1/2014,87628
C1096,4/1/2014,75131
C1096,5/1/2014,75204
C1096,6/1/2014,71478
C1096,7/1/2014,74501
C1096,8/1/2014,83023
C1096,9/1/2014,79500
C1096,10/1/2014,83036
C1096,11/1/2014,86532
C1096,12/1/2014,143157
C1096,1/1/2015,93415
C1096,2/1/2015,80572
C1096,3/1/2015,91701
C1096,4/1/2015,80883
C1096,5/1/2015,90011
C1096,6/1/2015,84057
C1096,7/1/2015,85571
C1096,8/1/2015,111030
C1096,9/1/2015,110093
C1096,10/1/2015,93541
C1096,11/1/2015,81286
C1096,12/1/2015,144172
C1096,1/1/2016,91573
C1096,2/1/2016,80911
C1096,3/1/2016,83005
C1096,4/1/2016,138004
C1096,5/1/2016,95753
C1096,6/1/2016,81449
C1096,7/1/2016,84773
C1096,8/1/2016,76186
C1096,9/1/2016,73464
C1096,10/1/2016,81160
C1096,11/1/2016,101907
C1096,12/1/2016,161427
C1096,1/1/2017,109680
C1096,2/1/2017,82256
C1096,3/1/2017,100072
C1096,4/1/2017,89901
C1096,5/1/2017,95623
C1096,6/1/2017,96539
C1096,7/1/2017,101470
C1114,1/1/2014,132723
C1114,3/1/2014,145449
C1114,7/1/2014,134862
C1114,9/1/2014,137690
C1114,10/1/2014,155254
C1114,11/1/2014,147315
C1114,12/1/2014,165714
C1114,5/1/2015,96266
C1114,6/1/2015,146038
C1114,7/1/2015,157702
C1114,8/1/2015,159463
C1114,9/1/2015,164699
C1114,10/1/2015,166341
C1114,11/1/2015,172851
C1114,12/1/2015,183574
C1114,1/1/2016,164944
C1114,2/1/2016,163522
C1114,3/1/2016,168313
C1114,4/1/2016,197348
C1114,5/1/2016,183863
C1114,6/1/2016,169597
C1114,7/1/2016,176464
C1114,8/1/2016,169353
C1114,9/1/2016,156453
C1114,10/1/2016,177728
C1114,11/1/2016,205528
C1114,12/1/2016,238248
C1114,1/1/2017,203589
C1114,2/1/2017,182814
C1114,3/1/2017,211491
C1114,4/1/2017,218255
C1114,5/1/2017,204100
C1114,6/1/2017,206287
C1114,7/1/2017,246050
C1115,1/1/2014,7421
C1115,3/1/2014,5334
C1115,7/1/2014,833
C1115,9/1/2014,8
C1115,10/1/2014,104
C1115,11/1/2014,537
C1115,12/1/2014,153
C1115,5/1/2015,3442
C1115,6/1/2015,7272
C1115,7/1/2015,6602
C1115,8/1/2015,6183
C1115,9/1/2015,5523
C1115,10/1/2015,7943
C1115,11/1/2015,11349
C1115,12/1/2015,9311
C1115,1/1/2016,6649
C1115,2/1/2016,5189
C1115,3/1/2016,4785
C1115,4/1/2016,4896
C1115,5/1/2016,1842
C1115,6/1/2016,696
C1115,7/1/2016,409
C1115,8/1/2016,911
C1115,9/1/2016,2074
C1115,10/1/2016,2608
C1115,11/1/2016,2563
C1115,12/1/2016,3531
C1115,1/1/2017,3296
C1115,2/1/2017,2941
C1115,3/1/2017,2951
C1115,4/1/2017,2632
C1115,5/1/2017,2625
C1115,6/1/2017,3354
C1115,7/1/2017,4801
C1116,1/1/2014,94172
C1116,3/1/2014,126328
C1116,7/1/2014,114846
C1116,9/1/2014,119476
C1116,10/1/2014,125966
C1116,11/1/2014,126666
C1116,12/1/2014,166332
C1116,5/1/2015,83985
C1116,6/1/2015,117284
C1116,7/1/2015,116359
C1116,8/1/2015,115920
C1116,9/1/2015,119077
C1116,10/1/2015,123687
C1116,11/1/2015,119684
C1116,12/1/2015,152993
C1116,1/1/2016,109702
C1116,2/1/2016,107775
C1116,3/1/2016,107680
C1116,4/1/2016,142994
C1116,5/1/2016,126498
C1116,6/1/2016,119620
C1116,7/1/2016,121849
C1116,8/1/2016,117098
C1116,9/1/2016,110467
C1116,10/1/2016,113545
C1116,11/1/2016,152544
C1116,12/1/2016,172158
C1116,1/1/2017,134437
C1116,2/1/2017,125434
C1116,3/1/2017,164555
C1116,4/1/2017,149203
C1116,5/1/2017,133594
C1116,6/1/2017,135639
C1116,7/1/2017,132008
C1118,1/1/2014,206093
C1118,3/1/2014,197553
C1118,7/1/2014,187882
C1118,9/1/2014,207671
C1118,10/1/2014,212633
C1118,11/1/2014,204623
C1118,12/1/2014,174076
C1118,5/1/2015,139305
C1118,6/1/2015,186506
C1118,7/1/2015,156681
C1118,8/1/2015,167751
C1118,9/1/2015,201851
C1118,10/1/2015,188238
C1118,11/1/2015,193399
C1118,12/1/2015,161155
C1118,1/1/2016,190528
C1118,2/1/2016,151300
C1118,3/1/2016,153757
C1118,4/1/2016,183210
C1118,5/1/2016,172310
C1118,6/1/2016,138389
C1118,7/1/2016,128721
C1118,8/1/2016,122775
C1118,9/1/2016,133075
C1118,10/1/2016,156097
C1118,11/1/2016,146994
C1118,12/1/2016,162987
C1118,1/1/2017,248772
C1118,2/1/2017,166560
C1118,3/1/2017,235181
C1118,4/1/2017,199999
C1118,5/1/2017,186312
C1118,6/1/2017,178345
C1118,7/1/2017,158375
C1120,1/1/2013,381792
C1120,2/1/2013,331645
C1120,3/1/2013,400119
C1120,4/1/2013,373152
C1120,5/1/2013,367395
C1120,6/1/2013,384600
C1120,7/1/2013,358226
C1120,8/1/2013,391166
C1120,9/1/2013,389532
C1120,10/1/2013,383407
C1120,11/1/2013,402067
C1120,12/1/2013,534766
C1120,1/1/2014,478498
C1120,2/1/2014,436065
C1120,3/1/2014,523002
C1120,4/1/2014,485003
C1120,5/1/2014,464760
C1120,6/1/2014,464055
C1120,7/1/2014,526350
C1120,8/1/2014,536321
C1120,9/1/2014,538501
C1120,10/1/2014,537154
C1120,11/1/2014,565286
C1120,12/1/2014,653683
C1120,1/1/2015,570710
C1120,2/1/2015,540400
C1120,3/1/2015,618041
C1120,4/1/2015,637209
C1120,5/1/2015,762419
C1120,6/1/2015,741732
C1120,7/1/2015,767692
C1120,8/1/2015,871025
C1120,9/1/2015,901723
C1120,10/1/2015,823280
C1120,11/1/2015,729084
C1120,12/1/2015,853447
C1120,1/1/2016,818274
C1120,2/1/2016,742048
C1120,3/1/2016,756311
C1120,4/1/2016,1180119
C1120,5/1/2016,831683
C1120,6/1/2016,702520
C1120,7/1/2016,740141
C1120,8/1/2016,757693
C1120,9/1/2016,779816
C1120,10/1/2016,832017
C1120,11/1/2016,845080
C1120,12/1/2016,971769
C1120,1/1/2017,891701
C1120,2/1/2017,775849
C1120,3/1/2017,844252
C1120,4/1/2017,938318
C1120,5/1/2017,907897
C1120,6/1/2017,987670
C1120,7/1/2017,1070966
C1122,1/1/2013,458734
C1122,2/1/2013,425609
C1122,3/1/2013,490932
C1122,4/1/2013,445570
C1122,5/1/2013,459292
C1122,6/1/2013,436534
C1122,7/1/2013,419658
C1122,8/1/2013,427248
C1122,9/1/2013,411850
C1122,10/1/2013,426041
C1122,11/1/2013,415814
C1122,12/1/2013,642666
C1122,1/1/2014,454938
C1122,2/1/2014,438735
C1122,3/1/2014,432499
C1122,4/1/2014,488073
C1122,5/1/2014,444384
C1122,6/1/2014,463323
C1122,7/1/2014,484116
C1122,8/1/2014,524362
C1122,9/1/2014,486244
C1122,10/1/2014,498579
C1122,11/1/2014,515105
C1122,12/1/2014,752266
C1122,1/1/2015,563842
C1122,2/1/2015,562293
C1122,3/1/2015,568458
C1122,4/1/2015,579711
C1122,5/1/2015,599580
C1122,6/1/2015,557541
C1122,7/1/2015,580818
C1122,8/1/2015,597632
C1122,9/1/2015,609228
C1122,10/1/2015,633861
C1122,11/1/2015,604573
C1122,12/1/2015,876167
C1122,1/1/2016,627270
C1122,2/1/2016,637035
C1122,3/1/2016,621291
C1122,4/1/2016,613117
C1122,5/1/2016,524234
C1122,6/1/2016,323585
C1122,7/1/2016,577898
C1122,8/1/2016,661537
C1122,9/1/2016,592958
C1122,10/1/2016,635222
C1122,11/1/2016,758590
C1122,12/1/2016,1017397
C1122,1/1/2017,720150
C1122,2/1/2017,733533
C1122,3/1/2017,820551
C1122,4/1/2017,840743
C1122,5/1/2017,800733
C1122,6/1/2017,728040
C1122,7/1/2017,791963
C1124,1/1/2013,517941
C1124,2/1/2013,447173
C1124,3/1/2013,573729
C1124,4/1/2013,561802
C1124,5/1/2013,632535
C1124,6/1/2013,656205
C1124,7/1/2013,556315
C1124,8/1/2013,626396
C1124,9/1/2013,727687
C1124,10/1/2013,688576
C1124,11/1/2013,715557
C1124,12/1/2013,672163
C1124,1/1/2014,711685
C1124,2/1/2014,672927
C1124,3/1/2014,771163
C1124,4/1/2014,718806
C1124,5/1/2014,779819
C1124,6/1/2014,785046
C1124,7/1/2014,659997
C1124,8/1/2014,671853
C1124,9/1/2014,739627
C1124,10/1/2014,748144
C1124,11/1/2014,792885
C1124,12/1/2014,742675
C1124,1/1/2015,854207
C1124,2/1/2015,685792
C1124,3/1/2015,727453
C1124,4/1/2015,694152
C1124,5/1/2015,892213
C1124,6/1/2015,778210
C1124,7/1/2015,671974
C1124,8/1/2015,670699
C1124,9/1/2015,793915
C1124,10/1/2015,742427
C1124,11/1/2015,727285
C1124,12/1/2015,700477
C1124,1/1/2016,829553
C1124,2/1/2016,646168
C1124,3/1/2016,718356
C1124,4/1/2016,717397
C1124,5/1/2016,767859
C1124,6/1/2016,699564
C1124,7/1/2016,690229
C1124,8/1/2016,713631
C1124,9/1/2016,749702
C1124,10/1/2016,771243
C1124,11/1/2016,980000
C1124,12/1/2016,870149
C1124,1/1/2017,984820
C1124,2/1/2017,723407
C1124,3/1/2017,832011
C1124,4/1/2017,808752
C1124,5/1/2017,835166
C1124,6/1/2017,817006
C1124,7/1/2017,821154
C1126,1/1/2013,149938
C1126,2/1/2013,141105
C1126,3/1/2013,171443
C1126,4/1/2013,175116
C1126,5/1/2013,174698
C1126,6/1/2013,162608
C1126,7/1/2013,140713
C1126,8/1/2013,149593
C1126,9/1/2013,152547
C1126,10/1/2013,139777
C1126,11/1/2013,140473
C1126,12/1/2013,159078
C1126,1/1/2014,145647
C1126,2/1/2014,143673
C1126,3/1/2014,176377
C1126,4/1/2014,186504
C1126,5/1/2014,170574
C1126,6/1/2014,168590
C1126,7/1/2014,166409
C1126,8/1/2014,157736
C1126,9/1/2014,137378
C1126,10/1/2014,148048
C1126,11/1/2014,158425
C1126,12/1/2014,181067
C1126,1/1/2015,173008
C1126,2/1/2015,166992
C1126,3/1/2015,178552
C1126,4/1/2015,177808
C1126,5/1/2015,190808
C1126,6/1/2015,168646
C1126,7/1/2015,171796
C1126,8/1/2015,191322
C1126,9/1/2015,219204
C1126,10/1/2015,190300
C1126,11/1/2015,169360
C1126,12/1/2015,207935
C1126,1/1/2016,199366
C1126,2/1/2016,171152
C1126,3/1/2016,179566
C1126,4/1/2016,192637
C1126,5/1/2016,200451
C1126,6/1/2016,145516
C1126,7/1/2016,179205
C1126,8/1/2016,225358
C1126,9/1/2016,186816
C1126,10/1/2016,199670
C1126,11/1/2016,225764
C1126,12/1/2016,224788
C1126,1/1/2017,205109
C1126,2/1/2017,181282
C1126,3/1/2017,251470
C1126,4/1/2017,278184
C1126,5/1/2017,228036
C1126,6/1/2017,222628
C1126,7/1/2017,369431
C1132,1/1/2013,11256
C1132,2/1/2013,17746
C1132,3/1/2013,24474
C1132,4/1/2013,33017
C1132,5/1/2013,31745
C1132,6/1/2013,31621
C1132,7/1/2013,36146
C1132,8/1/2013,58560
C1132,9/1/2013,64741
C1132,10/1/2013,64205
C1132,11/1/2013,64116
C1132,12/1/2013,63873
C1132,1/1/2014,65111
C1132,2/1/2014,62411
C1132,3/1/2014,67052
C1132,4/1/2014,60983
C1132,5/1/2014,56346
C1132,6/1/2014,58502
C1132,7/1/2014,60711
C1132,8/1/2014,62618
C1132,9/1/2014,59716
C1132,10/1/2014,59908
C1132,11/1/2014,58971
C1132,12/1/2014,66818
C1132,1/1/2015,72372
C1132,2/1/2015,67706
C1132,3/1/2015,72637
C1132,4/1/2015,63420
C1132,5/1/2015,62437
C1132,6/1/2015,58762
C1132,7/1/2015,61713
C1132,8/1/2015,68068
C1132,9/1/2015,67541
C1132,10/1/2015,68083
C1132,11/1/2015,60563
C1132,12/1/2015,62218
C1132,1/1/2016,70390
C1132,2/1/2016,66008
C1132,3/1/2016,65249
C1132,4/1/2016,68706
C1132,5/1/2016,65361
C1132,6/1/2016,60197
C1132,7/1/2016,63689
C1132,8/1/2016,56157
C1132,9/1/2016,55791
C1132,10/1/2016,63358
C1132,11/1/2016,66712
C1132,12/1/2016,70492
C1132,1/1/2017,75321
C1132,2/1/2017,67856
C1132,3/1/2017,68392
C1132,4/1/2017,65707
C1132,5/1/2017,66315
C1132,6/1/2017,60427
C1132,7/1/2017,65987
C1136,1/1/2013,120411
C1136,2/1/2013,115612
C1136,3/1/2013,132169
C1136,4/1/2013,123562
C1136,5/1/2013,122979
C1136,6/1/2013,125883
C1136,7/1/2013,124812
C1136,8/1/2013,126519
C1136,9/1/2013,133350
C1136,10/1/2013,125657
C1136,11/1/2013,128182
C1136,12/1/2013,132723
C1136,1/1/2014,133654
C1136,2/1/2014,126312
C1136,3/1/2014,146287
C1136,4/1/2014,136049
C1136,5/1/2014,131804
C1136,6/1/2014,124740
C1136,7/1/2014,111322
C1136,8/1/2014,112693
C1136,9/1/2014,119759
C1136,10/1/2014,120889
C1136,11/1/2014,117493
C1136,12/1/2014,119839
C1136,1/1/2015,121059
C1136,2/1/2015,107627
C1136,3/1/2015,119496
C1136,4/1/2015,112583
C1136,5/1/2015,125361
C1136,6/1/2015,99136
C1136,7/1/2015,102640
C1136,8/1/2015,111417
C1136,9/1/2015,213480
C1136,10/1/2015,203100
C1136,11/1/2015,156443
C1136,12/1/2015,158234
C1136,1/1/2016,156651
C1136,2/1/2016,149151
C1136,3/1/2016,149197
C1136,4/1/2016,160360
C1136,5/1/2016,153299
C1136,6/1/2016,102871
C1136,7/1/2016,133296
C1136,8/1/2016,129163
C1136,9/1/2016,126674
C1136,10/1/2016,129476
C1136,11/1/2016,132313
C1136,12/1/2016,159536
C1136,1/1/2017,162934
C1136,2/1/2017,170353
C1136,3/1/2017,179461
C1136,4/1/2017,141832
C1136,5/1/2017,187746
C1136,6/1/2017,145747
