product_class,Month,sales_volume
C2242,6/1/2016,1120.531
C2242,7/1/2016,667.621
C2242,8/1/2016,656.224
C2242,9/1/2016,996.218
C2242,10/1/2016,1066.565
C2242,11/1/2016,1827.396
C2242,12/1/2016,40373.419
C2242,1/1/2017,448.784
C2242,2/1/2017,459.04
C2242,3/1/2017,755.195
C2242,4/1/2017,889.698
C2242,5/1/2017,2211.762
C2242,6/1/2017,1982.298
C2242,7/1/2017,777.49
C2246,3/1/2013,19642
C2246,4/1/2013,31761
C2246,5/1/2013,31149
C2246,6/1/2013,32064
C2246,7/1/2013,29227
C2246,8/1/2013,32211
C2246,9/1/2013,27891
C2246,10/1/2013,30400
C2246,11/1/2013,30994
C2246,12/1/2013,60163
C2246,1/1/2014,32423
C2246,2/1/2014,32687
C2246,3/1/2014,44599
C2246,4/1/2014,40317
C2246,5/1/2014,36956
C2246,6/1/2014,35030
C2246,7/1/2014,37916
C2246,8/1/2014,38502
C2246,9/1/2014,31036
C2246,10/1/2014,34285
C2246,11/1/2014,36085
C2246,12/1/2014,64189
C2246,1/1/2015,41554
C2246,2/1/2015,44063
C2246,3/1/2015,43640
C2246,4/1/2015,46872
C2246,5/1/2015,50589
C2246,6/1/2015,45755
C2246,7/1/2015,49071
C2246,8/1/2015,49597
C2246,9/1/2015,44209
C2246,10/1/2015,48232
C2246,11/1/2015,43231
C2246,12/1/2015,83530
C2246,1/1/2016,49458
C2246,2/1/2016,55177
C2246,3/1/2016,53701
C2246,4/1/2016,48244
C2246,5/1/2016,51432
C2246,6/1/2016,47124
C2246,7/1/2016,52695
C2246,8/1/2016,50660
C2246,9/1/2016,44425
C2246,10/1/2016,46616
C2246,11/1/2016,48314
C2246,12/1/2016,89186
C2246,1/1/2017,47501
C2246,2/1/2017,55765
C2246,3/1/2017,52972
C2246,4/1/2017,60470
C2246,5/1/2017,58053
C2246,6/1/2017,58107
C2246,7/1/2017,61346
C2302,1/1/2013,453929.4
C2302,2/1/2013,407217.991
C2302,3/1/2013,444923.908
C2302,4/1/2013,441578.309
C2302,5/1/2013,467793.97
C2302,6/1/2013,461743.328
C2302,7/1/2013,452830.277
C2302,8/1/2013,461897.328
C2302,9/1/2013,463518.22
C2302,10/1/2013,476850.257
C2302,11/1/2013,464879.833
C2302,12/1/2013,455091.367
C2302,1/1/2014,401787.5787
C2302,2/1/2014,392610.7787
C2302,3/1/2014,460738.6442
C2302,4/1/2014,407555.4478
C2302,5/1/2014,452128.2542
C2302,6/1/2014,458253.8817
C2302,7/1/2014,447428.8514
C2302,8/1/2014,465006.7844
C2302,9/1/2014,460920.2979
C2302,10/1/2014,473163.5911
C2302,11/1/2014,417011.703
C2302,12/1/2014,431682.742
C2302,1/1/2015,440662.545
C2302,2/1/2015,408838.748
C2302,3/1/2015,448568.066
C2302,4/1/2015,430182.196
C2302,5/1/2015,480966.413
C2302,6/1/2015,459516.08
C2302,7/1/2015,484798.929
C2302,8/1/2015,476033.08
C2302,9/1/2015,462712.023
C2302,10/1/2015,469679.02
C2302,11/1/2015,434341.658
C2302,12/1/2015,456239.902
C2302,1/1/2016,482070.428
C2302,2/1/2016,441682.744
C2302,3/1/2016,444103.96
C2302,4/1/2016,474617.656
C2302,5/1/2016,482254.659
C2302,6/1/2016,455022.215
C2302,7/1/2016,491869.228
C2302,8/1/2016,464803.472
C2302,9/1/2016,459116.895
C2302,10/1/2016,562940.988
C2302,11/1/2016,465456.994
C2302,12/1/2016,479995.816
C2302,1/1/2017,501145.808
C2302,2/1/2017,447787.551
C2302,3/1/2017,496365.851
C2302,4/1/2017,460243.23
C2302,5/1/2017,496772.203
C2302,6/1/2017,504088.395
C2302,7/1/2017,518741.446
C2304,1/1/2013,33324.567
C2304,2/1/2013,29523.363
C2304,3/1/2013,32889.224
C2304,4/1/2013,32256.365
C2304,5/1/2013,32875.687
C2304,6/1/2013,35986.165
C2304,7/1/2013,34690.331
C2304,8/1/2013,34695.54
C2304,9/1/2013,34559.805
C2304,10/1/2013,34067.517
C2304,11/1/2013,33178.075
C2304,12/1/2013,31362.004
C2304,1/1/2014,31275.2151
C2304,2/1/2014,28908.6999
C2304,3/1/2014,34074.9875
C2304,4/1/2014,28767.9622
C2304,5/1/2014,34815.6417
C2304,6/1/2014,36703.5246
C2304,7/1/2014,37011.0459
C2304,8/1/2014,39645.95
C2304,9/1/2014,39560.306
C2304,10/1/2014,40536.894
C2304,11/1/2014,35222.825
C2304,12/1/2014,36259.339
C2304,1/1/2015,40021.587
C2304,2/1/2015,36927.364
C2304,3/1/2015,40132.752
C2304,4/1/2015,37794.875
C2304,5/1/2015,43636.206
C2304,6/1/2015,40432.559
C2304,7/1/2015,43214.429
C2304,8/1/2015,40774.388
C2304,9/1/2015,39786.703
C2304,10/1/2015,39477.85
C2304,11/1/2015,36966.309
C2304,12/1/2015,35543.128
C2304,1/1/2016,43794.564
C2304,2/1/2016,38777.278
C2304,3/1/2016,36486.717
C2304,4/1/2016,40565.091
C2304,5/1/2016,39500.042
C2304,6/1/2016,38057.453
C2304,7/1/2016,41867.947
C2304,8/1/2016,37934.717
C2304,9/1/2016,40112.907
C2304,10/1/2016,39066.826
C2304,11/1/2016,38111.293
C2304,12/1/2016,40628.407
C2304,1/1/2017,43671.817
C2304,2/1/2017,39396.654
C2304,3/1/2017,43682.727
C2304,4/1/2017,40106.86
C2304,5/1/2017,41219.887
C2304,6/1/2017,42375.587
C2304,7/1/2017,42031.203
C2306,1/1/2013,38813.241
C2306,2/1/2013,37045.932
C2306,3/1/2013,40060.401
C2306,4/1/2013,39884.324
C2306,5/1/2013,38775.683
C2306,6/1/2013,44686.008
C2306,7/1/2013,41047.73
C2306,8/1/2013,39796.418
C2306,9/1/2013,42553.064
C2306,10/1/2013,52956.885
C2306,11/1/2013,48655.361
C2306,12/1/2013,55991.89
C2306,1/1/2014,50757.6028
C2306,2/1/2014,43357.2734
C2306,3/1/2014,53997.6651
C2306,4/1/2014,45978.0043
C2306,5/1/2014,51684.5331
C2306,6/1/2014,48129.7918
C2306,7/1/2014,45672.5754
C2306,8/1/2014,49943.674
C2306,9/1/2014,46323.001
C2306,10/1/2014,44905.543
C2306,11/1/2014,49104.777
C2306,12/1/2014,53469.249
C2306,1/1/2015,52426.312
C2306,2/1/2015,43944.29
C2306,3/1/2015,47560.072
C2306,4/1/2015,43915.802
C2306,5/1/2015,54949.937
C2306,6/1/2015,53240.709
C2306,7/1/2015,54949.654
C2306,8/1/2015,52708.973
C2306,9/1/2015,48380.253
C2306,10/1/2015,58402.417
C2306,11/1/2015,51937.824
C2306,12/1/2015,64397.698
C2306,1/1/2016,52463.027
C2306,2/1/2016,52608.471
C2306,3/1/2016,49695.202
C2306,4/1/2016,54901.439
C2306,5/1/2016,57011.448
C2306,6/1/2016,52569.554
C2306,7/1/2016,60322.143
C2306,8/1/2016,52309.611
C2306,9/1/2016,52748.843
C2306,10/1/2016,56612.328
C2306,11/1/2016,62865.527
C2306,12/1/2016,72624.939
C2306,1/1/2017,57445.138
C2306,2/1/2017,53514.48
C2306,3/1/2017,61901.133
C2306,4/1/2017,57164.64
C2306,5/1/2017,67904.748
C2306,6/1/2017,72755.783
C2306,7/1/2017,69701.412
C2340,3/1/2015,686
C2340,4/1/2015,1522
C2340,5/1/2015,2232
C2340,6/1/2015,2221
C2340,7/1/2015,2589
C2340,8/1/2015,2702
C2340,9/1/2015,2734
C2340,10/1/2015,3174
C2340,11/1/2015,3235
C2340,12/1/2015,2681
C2340,1/1/2016,3379
C2340,2/1/2016,2673
C2340,3/1/2016,2962
C2340,4/1/2016,3372
C2340,5/1/2016,3672
C2340,6/1/2016,2986
C2340,7/1/2016,4439
C2340,8/1/2016,4051
C2340,9/1/2016,3827
C2340,10/1/2016,4143
C2340,11/1/2016,3671
C2340,12/1/2016,3488
C2340,1/1/2017,3658
C2340,2/1/2017,3766
C2340,3/1/2017,4177
C2340,4/1/2017,4469
C2372,1/1/2013,7087.575
C2372,2/1/2013,6567.673
C2372,3/1/2013,7659.81
C2372,4/1/2013,7454.163
C2372,5/1/2013,8041.709
C2372,6/1/2013,7419.248
C2372,7/1/2013,7579.894
C2372,8/1/2013,6720.974
C2372,9/1/2013,7927.665
C2372,10/1/2013,8603.7
C2372,11/1/2013,7589.346
C2372,12/1/2013,8303.209
C2372,1/1/2014,6455.9838
C2372,2/1/2014,8057.69
C2372,3/1/2014,8619.5698
C2372,4/1/2014,7929.637
C2372,5/1/2014,8963.0039
C2372,6/1/2014,8963.7679
C2372,7/1/2014,8885.7374
C2372,8/1/2014,9019.451
C2372,9/1/2014,9589.277
C2372,10/1/2014,10750.192000000001
C2372,11/1/2014,10486.058
C2372,12/1/2014,9754.423999999999
C2372,1/1/2015,10007.285
C2372,2/1/2015,9024.675
C2372,3/1/2015,9570.269
C2372,4/1/2015,8889.408
C2372,5/1/2015,9907.344
C2372,6/1/2015,9603.782
C2372,7/1/2015,9351.664999999999
C2372,8/1/2015,8995.702
C2372,9/1/2015,9098.654
C2372,10/1/2015,10055.074
C2372,11/1/2015,9428.137
C2372,12/1/2015,8519.663
C2372,1/1/2016,9390.171
C2372,2/1/2016,9212.963
C2372,3/1/2016,10206.471
C2372,4/1/2016,10206.261
C2372,5/1/2016,9094.582
C2372,6/1/2016,8911.923
C2372,7/1/2016,9204.101
C2372,8/1/2016,9389.823
C2372,9/1/2016,9182.846
C2372,10/1/2016,9352.302
C2372,11/1/2016,8849.251
C2372,12/1/2016,9291.027
C2372,1/1/2017,9026.799
C2372,2/1/2017,8184.278
C2372,3/1/2017,8818.818
C2372,4/1/2017,9220.15
C2372,5/1/2017,9780.578
C2372,6/1/2017,9961.066
C2372,7/1/2017,8853.378
C2412,1/1/2013,2237.239
C2412,2/1/2013,2001.089
C2412,3/1/2013,2385.64
C2412,4/1/2013,2440.199
C2412,5/1/2013,2713.533
C2412,6/1/2013,2713.528
C2412,7/1/2013,2510.19
C2412,8/1/2013,2135.613
C2412,9/1/2013,2266.689
C2412,10/1/2013,2457.428
C2412,11/1/2013,2775.569
C2412,12/1/2013,3160.167
C2412,1/1/2014,2614.786
C2412,2/1/2014,2429.397
C2412,3/1/2014,2852.402
C2412,4/1/2014,2152.113
C2412,5/1/2014,2667.373
C2412,6/1/2014,2928.645
C2412,7/1/2014,2576.774
C2412,8/1/2014,2857.901
C2412,9/1/2014,2796.04
C2412,10/1/2014,3318.404
C2412,11/1/2014,3262.138
C2412,12/1/2014,4041.513
C2412,1/1/2015,3190.767
C2412,2/1/2015,2743.896
C2412,3/1/2015,2809.038
C2412,4/1/2015,2708.305
C2412,5/1/2015,3576.668
C2412,6/1/2015,3301.603
C2412,7/1/2015,3678.891
C2412,8/1/2015,3247.143
C2412,9/1/2015,3328.519
C2412,10/1/2015,3786.48
C2412,11/1/2015,3837.347
C2412,12/1/2015,6273.816
C2412,1/1/2016,3403.387
C2412,2/1/2016,3195.357
C2412,3/1/2016,3153.648
C2412,4/1/2016,3110.434
C2412,5/1/2016,2997.787
C2412,6/1/2016,2803.403
C2412,7/1/2016,2882.728
C2412,8/1/2016,2636.58
C2412,9/1/2016,2802.339
C2412,10/1/2016,3356.333
C2412,11/1/2016,3026.918
C2412,12/1/2016,4125.207
C2412,1/1/2017,3370.305
C2412,2/1/2017,3003.38
C2412,3/1/2017,3346.151
C2412,4/1/2017,3274.667
C2412,5/1/2017,3647.954
C2412,6/1/2017,3346.284
C2412,7/1/2017,3554.959
C2416,1/1/2013,302019.597
C2416,2/1/2013,282365.269
C2416,3/1/2013,316413.82
C2416,4/1/2013,302800.324
C2416,5/1/2013,318915.153
C2416,6/1/2013,324637.865
C2416,7/1/2013,311073.738
C2416,8/1/2013,324275.601
C2416,9/1/2013,330422.381
C2416,10/1/2013,334038.844
C2416,11/1/2013,334534.91
C2416,12/1/2013,403561.955
C2416,1/1/2014,336297.6225
C2416,2/1/2014,302060.3603
C2416,3/1/2014,340501.5509
C2416,4/1/2014,292602.1832
C2416,5/1/2014,303299.4628
C2416,6/1/2014,297495.4443
C2416,7/1/2014,306489.007
C2416,8/1/2014,314739.85
C2416,9/1/2014,307469.88
C2416,10/1/2014,313784.557
C2416,11/1/2014,314876.022
C2416,12/1/2014,369383.227
C2416,1/1/2015,311374.238
C2416,2/1/2015,276880.244
C2416,3/1/2015,320129.929
C2416,4/1/2015,309104.028
C2416,5/1/2015,332717.751
C2416,6/1/2015,314988.715
C2416,7/1/2015,321669.34
C2416,8/1/2015,312170.41
C2416,9/1/2015,295305.119
C2416,10/1/2015,350299.439
C2416,11/1/2015,341212.811
C2416,12/1/2015,364115.632
C2416,1/1/2016,317713.434
C2416,2/1/2016,301257.115
C2416,3/1/2016,284115.317
C2416,4/1/2016,300653.381
C2416,5/1/2016,293984.364
C2416,6/1/2016,264591.499
C2416,7/1/2016,316749.399
C2416,8/1/2016,267083.258
C2416,9/1/2016,261420.228
C2416,10/1/2016,279743.715
C2416,11/1/2016,268693.706
C2416,12/1/2016,340754.562
C2416,1/1/2017,276012.495
C2416,2/1/2017,248355.07200000001
C2416,3/1/2017,274700.544
C2416,4/1/2017,266884.554
C2416,5/1/2017,281616.486
C2416,6/1/2017,268296.218
C2416,7/1/2017,274799.983
C2420,11/1/2013,239498.623
C2420,12/1/2013,265491.043
C2420,1/1/2014,288836.8078
C2420,2/1/2014,277021.487
C2420,3/1/2014,311084.7018
C2420,4/1/2014,267754.81
C2420,5/1/2014,294639.679
C2420,6/1/2014,288578.058
C2420,7/1/2014,290953.3189
C2420,8/1/2014,308668.854
C2420,9/1/2014,320166.012
C2420,10/1/2014,318362.736
C2420,11/1/2014,320477.837
C2420,12/1/2014,311271.619
C2420,1/1/2015,326818.377
C2420,2/1/2015,286458.036
C2420,3/1/2015,321435.758
C2420,4/1/2015,292391.138
C2420,5/1/2015,326741.522
C2420,6/1/2015,298233.864
C2420,7/1/2015,316640.804
C2420,8/1/2015,319807.42
C2420,9/1/2015,315813.788
C2420,10/1/2015,325417.48
C2420,11/1/2015,317454.263
C2420,12/1/2015,309231.745
C2420,1/1/2016,326830.732
C2420,2/1/2016,319503.633
C2420,3/1/2016,328801.263
C2420,4/1/2016,341917.516
C2420,5/1/2016,348496.362
C2420,6/1/2016,326047.04
C2420,7/1/2016,324254.578
C2420,8/1/2016,317003.341
C2420,9/1/2016,327566.174
C2420,10/1/2016,348424.909
C2420,11/1/2016,361610.598
C2420,12/1/2016,356331.615
C2420,1/1/2017,397679.795
C2420,2/1/2017,340545.592
C2420,3/1/2017,371505.317
C2420,4/1/2017,334959.372
C2420,5/1/2017,371763.454
C2420,6/1/2017,387019.534
C2420,7/1/2017,393374.927
C2502,1/1/2013,199561
C2502,2/1/2013,187110
C2502,3/1/2013,221005
C2502,4/1/2013,204433
C2502,5/1/2013,224774
C2502,6/1/2013,215837
C2502,7/1/2013,205082
C2502,8/1/2013,212508
C2502,9/1/2013,232025
C2502,10/1/2013,232791
C2502,11/1/2013,226489
C2502,12/1/2013,237923
C2502,1/1/2014,239704
C2502,2/1/2014,219117
C2502,3/1/2014,263746
C2502,4/1/2014,249566
C2502,5/1/2014,255011
C2502,6/1/2014,249607
C2502,7/1/2014,250033
C2502,8/1/2014,274966
C2502,9/1/2014,285912
C2502,10/1/2014,295242
C2502,11/1/2014,290856
C2502,12/1/2014,289768
C2502,1/1/2015,297399
C2502,2/1/2015,269110
C2502,3/1/2015,303817
C2502,4/1/2015,277959
C2502,5/1/2015,298055
C2502,6/1/2015,279555
C2502,7/1/2015,284161
C2502,8/1/2015,288042
C2502,9/1/2015,270718
C2502,10/1/2015,274705
C2502,11/1/2015,264699
C2502,12/1/2015,262504
C2502,1/1/2016,267554
C2502,2/1/2016,253365
C2502,3/1/2016,273568
C2502,4/1/2016,276334
C2502,5/1/2016,288747
C2502,6/1/2016,274019
C2502,7/1/2016,287242
C2502,8/1/2016,273268
C2502,9/1/2016,273411
C2502,10/1/2016,321692
C2502,11/1/2016,317702
C2502,12/1/2016,320572
C2502,1/1/2017,296294
C2502,2/1/2017,264045
C2502,3/1/2017,308974
C2502,4/1/2017,304185
C2502,5/1/2017,318674
C2502,6/1/2017,301205
C2502,7/1/2017,320273
C2504,1/1/2013,3881
C2504,2/1/2013,3314
C2504,3/1/2013,4022
C2504,4/1/2013,3767
C2504,5/1/2013,4801
C2504,6/1/2013,4757
C2504,7/1/2013,4190
C2504,8/1/2013,4044
C2504,9/1/2013,4421
C2504,10/1/2013,4125
C2504,11/1/2013,4147
C2504,12/1/2013,3882
C2504,1/1/2014,4039
C2504,2/1/2014,3627
C2504,3/1/2014,4018
C2504,4/1/2014,3761
C2504,5/1/2014,4266
C2504,6/1/2014,4313
C2504,7/1/2014,3921
C2504,8/1/2014,4018
C2504,9/1/2014,4141
C2504,10/1/2014,4107
C2504,11/1/2014,3880
C2504,12/1/2014,3664
C2504,1/1/2015,4080
C2504,2/1/2015,3428
C2504,3/1/2015,4055
C2504,4/1/2015,3461
C2504,5/1/2015,4569
C2504,6/1/2015,3997
C2504,7/1/2015,3813
C2504,8/1/2015,3847
C2504,9/1/2015,3857
C2504,10/1/2015,3637
C2504,11/1/2015,3644
C2504,12/1/2015,3755
C2504,1/1/2016,4346
C2504,2/1/2016,4353
C2504,3/1/2016,4986
C2504,4/1/2016,4949
C2504,5/1/2016,5727
C2504,6/1/2016,5327
C2504,7/1/2016,5483
C2504,8/1/2016,4986
C2504,9/1/2016,5276
C2504,10/1/2016,5795
C2504,11/1/2016,6061
C2504,12/1/2016,6405
C2504,1/1/2017,7558
C2504,2/1/2017,6110
C2504,3/1/2017,6782
C2504,4/1/2017,7337
C2504,5/1/2017,8184
C2504,6/1/2017,8026
C2504,7/1/2017,8566
C2506,1/1/2014,9239
C2506,2/1/2014,7733
C2506,3/1/2014,8589
C2506,4/1/2014,8502
C2506,5/1/2014,8787
C2506,6/1/2014,9147
C2506,7/1/2014,10663
C2506,8/1/2014,12342
C2506,9/1/2014,12606
C2506,10/1/2014,12000
C2506,11/1/2014,10812
C2506,12/1/2014,11049
C2506,1/1/2015,11664
C2506,2/1/2015,10726
C2506,3/1/2015,12468
C2506,4/1/2015,10944
C2506,5/1/2015,11636
C2506,6/1/2015,10860
C2506,7/1/2015,11095
C2506,8/1/2015,11198
C2506,9/1/2015,10749
C2506,10/1/2015,11274
C2506,11/1/2015,11348
C2506,12/1/2015,11543
C2506,1/1/2016,12972
C2506,2/1/2016,12259
C2506,3/1/2016,13211
C2506,4/1/2016,13032
C2506,5/1/2016,12920
C2506,6/1/2016,11596
C2506,7/1/2016,12106
C2506,8/1/2016,11636
C2506,9/1/2016,11727
C2506,10/1/2016,12004
C2506,11/1/2016,11160
C2506,12/1/2016,11735
C2506,1/1/2017,12112
C2506,2/1/2017,10913
C2506,3/1/2017,12557
C2506,4/1/2017,11846
C2506,5/1/2017,13104
C2506,6/1/2017,18190
C2506,7/1/2017,14310
C2630,1/1/2013,26436
C2630,2/1/2013,27692
C2630,3/1/2013,38360
C2630,4/1/2013,35464
C2630,5/1/2013,41396
C2630,6/1/2013,38567
C2630,7/1/2013,37498
C2630,8/1/2013,38854
C2630,9/1/2013,39110
C2630,10/1/2013,39713
C2630,11/1/2013,38786
C2630,12/1/2013,42571
C2630,1/1/2014,38799
C2630,2/1/2014,37361
C2630,3/1/2014,44925
C2630,4/1/2014,39752
C2630,5/1/2014,45133
C2630,6/1/2014,45347
C2630,7/1/2014,42461
C2630,8/1/2014,45270
C2630,9/1/2014,39846
C2630,10/1/2014,39734
C2630,11/1/2014,40249
C2630,12/1/2014,40593
C2630,1/1/2015,41114
C2630,2/1/2015,40910
C2630,3/1/2015,44649
C2630,4/1/2015,49788
C2630,5/1/2015,56186
C2630,6/1/2015,52992
C2630,7/1/2015,51959
C2630,8/1/2015,56233
C2630,9/1/2015,53320
C2630,10/1/2015,52580
C2630,11/1/2015,44661
C2630,12/1/2015,49820
C2630,1/1/2016,51196
C2630,2/1/2016,48001
C2630,3/1/2016,47274
C2630,4/1/2016,49219
C2630,5/1/2016,53394
C2630,6/1/2016,48574
C2630,7/1/2016,54563
C2630,8/1/2016,48455
C2630,9/1/2016,46065
C2630,10/1/2016,48725
C2630,11/1/2016,52092
C2630,12/1/2016,60122
C2630,1/1/2017,51114
C2630,2/1/2017,49786
C2630,3/1/2017,67969
C2630,4/1/2017,51675
C2630,5/1/2017,54678
C2630,6/1/2017,58435
C2630,7/1/2017,58645
C2632,1/1/2013,61637
C2632,2/1/2013,56212
C2632,3/1/2013,65343
C2632,4/1/2013,64809
C2632,5/1/2013,69648
C2632,6/1/2013,65657
C2632,7/1/2013,50508
C2632,8/1/2013,61665
C2632,9/1/2013,70294
C2632,10/1/2013,67765
C2632,11/1/2013,66689
C2632,12/1/2013,77219
C2632,1/1/2014,74382
C2632,2/1/2014,63340
C2632,3/1/2014,71694
C2632,4/1/2014,68075
C2632,5/1/2014,74530
C2632,6/1/2014,63957
C2632,7/1/2014,63819
C2632,8/1/2014,71536
C2632,9/1/2014,76118
C2632,10/1/2014,76990
C2632,11/1/2014,77073
C2632,12/1/2014,80510
C2632,1/1/2015,84238
C2632,2/1/2015,72123
C2632,3/1/2015,78808
C2632,4/1/2015,73681
C2632,5/1/2015,87793
C2632,6/1/2015,78111
C2632,7/1/2015,82076
C2632,8/1/2015,84794
C2632,9/1/2015,84654
C2632,10/1/2015,81900
C2632,11/1/2015,73201
C2632,12/1/2015,82528
C2632,1/1/2016,82843
C2632,2/1/2016,70942
C2632,3/1/2016,76614
C2632,4/1/2016,79273
C2632,5/1/2016,80659
C2632,6/1/2016,72562
C2632,7/1/2016,79516
C2632,8/1/2016,76124
C2632,9/1/2016,74952
C2632,10/1/2016,79953
C2632,11/1/2016,83731
C2632,12/1/2016,98363
C2632,1/1/2017,90544
C2632,2/1/2017,80508
C2632,3/1/2017,87465
C2632,4/1/2017,91464
C2632,5/1/2017,91144
C2632,6/1/2017,85759
C2632,7/1/2017,94130
C2636,1/1/2013,71106
C2636,2/1/2013,65953
C2636,3/1/2013,74952
C2636,4/1/2013,72294
C2636,5/1/2013,79348
C2636,6/1/2013,77048
C2636,7/1/2013,57553
C2636,8/1/2013,66164
C2636,9/1/2013,75651
C2636,10/1/2013,75790
C2636,11/1/2013,72567
C2636,12/1/2013,79154
C2636,1/1/2014,77676
C2636,2/1/2014,71432
C2636,3/1/2014,83238
C2636,4/1/2014,74840
C2636,5/1/2014,79860
C2636,6/1/2014,72942
C2636,7/1/2014,68795
C2636,8/1/2014,70433
C2636,9/1/2014,70552
C2636,10/1/2014,72654
C2636,11/1/2014,77867
C2636,12/1/2014,81660
C2636,1/1/2015,83900
C2636,2/1/2015,78653
C2636,3/1/2015,90090
C2636,4/1/2015,87303
C2636,5/1/2015,93042
C2636,6/1/2015,85914
C2636,7/1/2015,89947
C2636,8/1/2015,92370
C2636,9/1/2015,93024
C2636,10/1/2015,90207
C2636,11/1/2015,75382
C2636,12/1/2015,85863
C2636,1/1/2016,87107
C2636,2/1/2016,76525
C2636,3/1/2016,79540
C2636,4/1/2016,85509
C2636,5/1/2016,87782
C2636,6/1/2016,76526
C2636,7/1/2016,82252
C2636,8/1/2016,78639
C2636,9/1/2016,77281
C2636,10/1/2016,80460
C2636,11/1/2016,78918
C2636,12/1/2016,92457
C2636,1/1/2017,87798
C2636,2/1/2017,77782
C2636,3/1/2017,88497
C2636,4/1/2017,87204
C2636,5/1/2017,87818
C2636,6/1/2017,80948
C2636,7/1/2017,87646
C2640,1/1/2013,4694
C2640,2/1/2013,4539
C2640,3/1/2013,5022
C2640,4/1/2013,4779
C2640,5/1/2013,4984
C2640,6/1/2013,4858
C2640,7/1/2013,4930
C2640,8/1/2013,4817
C2640,9/1/2013,5501
C2640,10/1/2013,5502
C2640,11/1/2013,4860
C2640,12/1/2013,5423
C2640,1/1/2014,5280
C2640,2/1/2014,4519
C2640,3/1/2014,5446
C2640,4/1/2014,4943
C2640,5/1/2014,5839
C2640,6/1/2014,5855
C2640,7/1/2014,5502
C2640,8/1/2014,5520
C2640,9/1/2014,4670
C2640,10/1/2014,5403
C2640,11/1/2014,5177
C2640,12/1/2014,5369
C2640,1/1/2015,5281
C2640,2/1/2015,4837
C2640,3/1/2015,5485
C2640,4/1/2015,5056
C2640,5/1/2015,5520
C2640,6/1/2015,4945
C2640,7/1/2015,4937
C2640,8/1/2015,5010
C2640,9/1/2015,4806
C2640,10/1/2015,4744
C2640,11/1/2015,4207
C2640,12/1/2015,4615
C2640,1/1/2016,4345
C2640,2/1/2016,4264
C2640,3/1/2016,4250
C2640,4/1/2016,4356
C2640,5/1/2016,4478
C2640,6/1/2016,4169
C2640,7/1/2016,4349
C2640,8/1/2016,3964
C2640,9/1/2016,3947
C2640,10/1/2016,4124
C2640,11/1/2016,3954
C2640,12/1/2016,4504
C2640,1/1/2017,4436
C2640,2/1/2017,3992
C2640,3/1/2017,3272
C2640,4/1/2017,4135
C2640,5/1/2017,4300
C2640,6/1/2017,4191
C2640,7/1/2017,4448
C2642,1/1/2013,5596
C2642,2/1/2013,5876
C2642,3/1/2013,5941
C2642,4/1/2013,5500
C2642,5/1/2013,6060
C2642,6/1/2013,6138
C2642,7/1/2013,6122
C2642,8/1/2013,6398
C2642,9/1/2013,6367
C2642,10/1/2013,6579
C2642,11/1/2013,7166
C2642,12/1/2013,9121
C2642,1/1/2014,7991
C2642,2/1/2014,6780
C2642,3/1/2014,7854
C2642,4/1/2014,6572
C2642,5/1/2014,7786
C2642,6/1/2014,7537
C2642,7/1/2014,7648
C2642,8/1/2014,8143
C2642,9/1/2014,8746
C2642,10/1/2014,8505
C2642,11/1/2014,8314
C2642,12/1/2014,9722
C2642,1/1/2015,9028
C2642,2/1/2015,8505
C2642,3/1/2015,9269
C2642,4/1/2015,9127
C2642,5/1/2015,9542
C2642,6/1/2015,8954
C2642,7/1/2015,9895
C2642,8/1/2015,10258
C2642,9/1/2015,9416
C2642,10/1/2015,9694
C2642,11/1/2015,8817
C2642,12/1/2015,9997
C2642,1/1/2016,9133
C2642,2/1/2016,8557
C2642,3/1/2016,8508
C2642,4/1/2016,8644
C2642,5/1/2016,8963
C2642,6/1/2016,8745
C2642,7/1/2016,9686
C2642,8/1/2016,8823
C2642,9/1/2016,8850
C2642,10/1/2016,9148
C2642,11/1/2016,12342
C2642,12/1/2016,12972
C2642,1/1/2017,10191
C2642,2/1/2017,9690
C2642,3/1/2017,9776
C2642,4/1/2017,9942
C2642,5/1/2017,10275
C2642,6/1/2017,10715
C2642,7/1/2017,13289
C2644,1/1/2013,82183
C2644,2/1/2013,74065
C2644,3/1/2013,81985
C2644,4/1/2013,78984
C2644,5/1/2013,84640
C2644,6/1/2013,84366
C2644,7/1/2013,85013
C2644,8/1/2013,91783
C2644,9/1/2013,92845
C2644,10/1/2013,95510
C2644,11/1/2013,91849
C2644,12/1/2013,98224
C2644,1/1/2014,103278
C2644,2/1/2014,95525
C2644,3/1/2014,109843
C2644,4/1/2014,100088
C2644,5/1/2014,106339
C2644,6/1/2014,120211
C2644,7/1/2014,131375
C2644,8/1/2014,141375
C2644,9/1/2014,140777
C2644,10/1/2014,144406
C2644,11/1/2014,157205
C2644,12/1/2014,150527
C2644,1/1/2015,159370
C2644,2/1/2015,147221
C2644,3/1/2015,176671
C2644,4/1/2015,161566
C2644,5/1/2015,172576
C2644,6/1/2015,164064
C2644,7/1/2015,174775
C2644,8/1/2015,177251
C2644,9/1/2015,175671
C2644,10/1/2015,168016
C2644,11/1/2015,141734
C2644,12/1/2015,149470
C2644,1/1/2016,162169
C2644,2/1/2016,149341
C2644,3/1/2016,155205
C2644,4/1/2016,164159
C2644,5/1/2016,164472
C2644,6/1/2016,148956
C2644,7/1/2016,162484
C2644,8/1/2016,155208
